Carrier,Title,State,Zip code,Hiring radius miles,Multi zip codes,Job Details,Pay Details,Equipment Details,Key Disqualifiers,Requirements
Koch,KNL Tech II St. Paul 1st Shift,MN,55117,,,"Category,Details
Job Description,""Diesel Technician II responsible for project and repair work on tractors and trailers in a clean, well-maintained shop environment.""
Freight Type,N/A
Driver Type,Technician
Home Time,Daily
Home Time Duration,Home Daily
Dedicated Account?,N/A
Avg Weekly Miles,N/A
No Touch Freight,N/A
Labor Intensive,Yes (Advanced mechanical repairs)","Category,Details
Average Weekly Pay,Hourly (Based on experience)
Weekend Differential,+50% base pay per hour for Saturday hours.
Bonuses,""$7,500 Sign-on Bonus (Diesel Tech II); $10,000 (Reefer Tech).""
Quarterly Bonus,Yes
Allowances,""$300/yr Boot reimbursement; $1,200/yr Tool allowance.""
Training Pay,Paid ongoing training and development.","Category,Details
Equipment Type,""Tractors, Trailers, and Reefers""
Transmission Type,N/A
Engine,Diesel
Camera Orientation,N/A
Bunks,None","Category,Details
SAP Drivers,No
Teams Accepted,No
Owner Operators,No
Trainees,No","Category,Details
Experience Required,2+ years of tractor maintenance experience preferred.
Education,High school diploma or equivalent; Associate's degree preferred.
Skill Level,Ability to independently complete advanced repairs.
Shift / Schedule,1st Shift: Wednesday – Saturday (10-hour shifts).
Work Hours,5:30 AM – 4:00 PM.
Hiring Area,""St. Paul, MN area (listing mentions MI/WI/MN)"""
Koch,Koch Harding Minneapolis 1st Shift,MN,55413,,,"Category,Details
Job Description,""Diesel Technician II responsible for project and repair work on tractors and trailers in a clean, professional shop environment.""
Freight Type,N/A
Driver Type,Technician
Home Time,Daily
Home Time Duration,Home Daily
Dedicated Account?,N/A
Avg Weekly Miles,N/A
No Touch Freight,N/A
Labor Intensive,Yes (Advanced mechanical repairs)","Category,Details
Average Weekly Pay,Hourly (Based on experience)
Weekend Differential,+50% base pay per hour for Sunday hours.
Bonuses,""$7,500 Sign-on Bonus (Diesel Tech II); $10,000 (Reefer Tech).""
Quarterly Bonus,Yes
Allowances,""$300/yr Boot reimbursement; $1,200/yr Tool allowance.""
Holiday Pay,6 Paid Holidays + 3 Floating; 1.5x pay for working holidays.","Category,Details
Equipment Type,""Tractors, Trailers, and Reefers""
Transmission Type,N/A
Engine,Diesel
Camera Orientation,N/A
Shop Environment,Clean and well-maintained facility with modern tools.","Category,Details
SAP Drivers,No
Teams Accepted,No
Owner Operators,No
Trainees,No","Category,Details
Experience Required,2+ years of tractor maintenance experience preferred.
Education,High school diploma or equivalent; Associate's degree preferred.
Skill Level,Ability to independently complete advanced repairs.
Shift / Schedule,1st Shift: Sunday – Wednesday (10-hour shifts).
Work Hours,7:00 AM – 5:30 PM.
Hiring Area,""Minneapolis, MN area (listing mentions MI/WI/MN)"""
CR England,"Kroger - Denver, CO",CO,80011,50,,"Category,Details
Job Description,""Delivering refrigerated grocery loads from the Aurora DC to King Soopers stores in CO, Southern WY, and Eastern UT.""
Freight Type,Refrigerated (Reefer training provided)
Driver Type,Company Driver
Home Time,Daily (Local)
Home Time Duration,Local: Home daily (occasional surge overnights); Regional: 34-hr reset.
Dedicated Account?,Yes
Avg Weekly Miles,""1,700""
No Touch Freight,Yes
Driver Load / Unload,Mixture of live load/unload and drop-and-hook.","Category,Details
Average Weekly Pay,""$1,411 (Top performers $1,581)""
CPM Range,$0.70 – $0.80 CPM (Based on tenure)
Stop Pay,$17.00 per stop (Avg 13 stops/week)
Hourly Detention,$24.00/hr after 2 hours (Up to $150)
Mountain Bonus,""$1,000/mo Winter Mountain Bonus (Nov-Mar) - Regional Only.""
Safety Bonus,""Up to 3% additional for safe, on-time deliveries.""","Category,Details
Equipment Type,Mostly 2025 trucks
Transmission Type,Automatics (Equipped with auto-chains)
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Sleeper for Regional; Day cab for Local (implied)","Category,Details
SAP Drivers,No
Teams Accepted,No
Owner Operators,No
Trainees,No","Category,Details
Experience Required,3 months
Schedule,No set schedule; 24/7 operation; requires 70-hour weekly commitment.
Interview,Over the phone interview required.
Orientation,Held in Salt Lake City (SLC) or Remote (4–5 days).
Residency,""Must live within hiring radii of Aurora or Rifle, CO.""
Hiring Area,""Colorado, Southern Wyoming"""
Swift,"Intermodal - Chicago, IL Regional",IL,,75,"54956, 50613, 49508, 46201","Category,Details
Job Description,""Regional Intermodal operation running through IA, WI, MI, and IN. Features less inner-city driving.""
Freight Type,""Container (Intermodal), Dry Van, Flatbed, Reefer""
Driver Type,Company Driver
Home Time,Twice a week
Home Time Duration,Not home daily; regional schedule.
Dedicated Account?,Yes (DED-INT)
Avg Weekly Miles,""1,500 – 2,000""
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,200 – $1,500""
CPM Range,$0.62 CPM base
Night Differential,""+$0.06 CPM (Mon–Fri, 7 PM–4 AM)""
Weekend Differential,+$0.12 CPM (Fri 7 PM–Mon 4 AM)
Stop / Load Pay,$20.00 per load
Bonuses,No Bonus Offer listed
Unload Pay,N/A","Category,Details
Equipment Type,Day Cab or Sleeper (No slip seat)
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Regional status)","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,No
Trainees,No","Category,Details
Experience Required,6 months (Needs sheet requirement)
Endorsements,Hazmat preferred but not required
Residency,Must live within 75 miles of hiring zip codes
Shift / Schedule,Both Day/Night available
Work Days,Weekend and Holiday work required if on scheduled day
Hiring Area,""IA, IL, IN, WI"""
Swift,Intermodal - PA Regional,PA,17104,,,"Category,Details
Job Description,""Regional Intermodal operation based out of Jonestown, PA, serving the East Coast lane.""
Freight Type,""Container (Rail), Dry Van, Flatbed, Reefer""
Driver Type,Company Driver
Home Time,Twice a week
Home Time Duration,Regional schedule (not home daily).
Dedicated Account?,Yes (DED-INT)
Avg Weekly Miles,""1,800""
No Touch Freight,Yes
Driver Load / Unload,""Live Load, Live Unload, Drop and Hook""","Category,Details
Average Weekly Pay,""$1,800""
CPM Range,$0.62 CPM
Short Haul Pay,$40 added for any loaded trip under 99 miles
Stop Pay,No stop pay
Bonuses,No bonus offer listed
Unload Pay,N/A","Category,Details
Equipment Type,Rail Container
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Regional status)","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,No
Trainees,No","Category,Details
Experience Required,6 months (Needs sheet requirement)
Endorsements,None required
Residency,Must live within 50 miles of Jonestown/Harrisburg area
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; Holiday work required if on scheduled day
Hiring Area,""Pennsylvania, Maryland"""
JB Hunt,Central States - Tooele UT | Tier 1,UT,84074,,,"Category,Details
Job Description,Semi-local delivery of metal roofing and siding on curtainside flatbeds throughout the Western US.
Freight Type,Flatbed (Curtainside)
Driver Type,Company Driver
Home Time,Semi-Local
Home Time Duration,Average 2–3 layovers per week.
Dedicated Account?,Yes
Avg Weekly Miles,""2,350""
No Touch Freight,No (Strapping/Unstrapping and Moffett usage)
Driver Load / Unload,Driver straps/unstraps; occasional unloading with Moffett forklift.","Category,Details
Average Weekly Pay,""$1,673 (Yearly $87,000+)""
CPM Range,$0.59 – $0.63 CPM
Short Haul Pay,N/A
Stop Pay,Not Specified (Average 4 stops per week)
Bonuses,Yearly $0.01 CPM increases until max of $0.63
Unload Pay,N/A","Category,Details
Equipment Type,""Assigned automatic sleeper trucks (Peterbilt, Freightliner, International)""
Transmission Type,Automatics
Trailer Type,Curtainside flatbed
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,Allowed (Must be at least 1 year old)
Teams Accepted,No
Owner Operators,No
Trainees,No
Restrictions,No Riders; No Pets","Category,Details
Experience Required,3 months (Flatbed experience preferred)
Special Skills,Must be able to chain as weather dictates and run mountain routes.
Physical Demands,Operating curtainside systems and strapping loads.
Shift / Schedule,Monday – Saturday; Start times 06:00 am – 10:00 am.
Hiring Area,Utah"
JB Hunt,"Meijer - Tipp City, OH | Tier 1",OH,45371,,,"Category,Details
Job Description,Semi-local grocery delivery for Meijer stores. Mixture of 75% regional and 25% local runs covering the Midwest.
Freight Type,Dry Van & Reefer (Grocery)
Driver Type,Company Driver
Home Time,Semi-Local
Home Time Duration,Out 2–3 nights per week; 2 consecutive days off weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""2,500""
No Touch Freight,Yes
Driver Load / Unload,No (85-90% Drop & Hook)","Category,Details
Average Weekly Pay,""$1,615 – $1,730 (Yearly $84k–$90k)""
Regional CPM,$0.63 CPM (Increases to $0.66 at 3 years)
Local CPM,$0.725 CPM (Increases to $0.745 at 3 years)
Stop Pay,$20 (Regional); $30 (Local); $30 (Backhaul)
Availability Bonus,$100/week (Must meet attendance/availability rules)
Training Pay,Paid at mileage/stop tiers
Accessorial Pay,Breakdown ($25/hr after 2 hrs); Safety ($20/hr)","Category,Details
Equipment Type,Single bunk sleeper trucks
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Single Bunk)","Category,Details
SAP Drivers,Allowed (Must be at least 1 year old)
Teams Accepted,No
Owner Operators,No
Trainees,No
Restrictions,No Riders; No Pets","Category,Details
Experience Required,3 months
Endorsements,Hazmat required within 90 days (Reimbursed)
Residency,Trucks stay at the Tipp City account during home time.
Shift / Schedule,02:00 AM Start Time.
Work Days,Includes one weekend day (usually); work holidays if scheduled.
Hiring Area,""Ohio, Indiana"""
JB Hunt,"Meijer - Tipp City, OH | Tier 1 (Night Shift)",OH,45371,,,"Category,Details
Job Description,""Semi-local grocery delivery for Meijer stores. Runs are a mix of 75% regional and 25% local, covering IL, IN, WI, OH, and MI.""
Freight Type,Dry Van & Reefer (Grocery)
Driver Type,Company Driver
Home Time,Semi-Local
Home Time Duration,Out 2–3 nights per week; 2 consecutive days off weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""2,500""
No Touch Freight,Yes
Driver Load / Unload,No (85% Drop & Hook)","Category,Details
Average Weekly Pay,""$1,615 – $1,730 (Yearly $84k–$90k)""
Regional CPM,$0.63 CPM (Increases to $0.66 at 3 years)
Local CPM,$0.725 CPM (Increases to $0.745 at 3 years)
Stop Pay,$20 (Regional); $30 (Local); $30 (Vendor Backhaul)
Availability Bonus,$100/week (Must meet attendance/availability rules)
Training Pay,Mileage + stop pay for 3 days
Accessorial Pay,Breakdown ($25/hr after 2 hrs); Safety ($20/hr)","Category,Details
Equipment Type,Single bunk sleeper trucks
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Single Bunk)","Category,Details
SAP Drivers,Allowed (Must be at least 1 year old)
Teams Accepted,No
Owner Operators,No
Trainees,No
Restrictions,No Riders; No Pets","Category,Details
Experience Required,3 months
Endorsements,Hazmat required within 90 days (Reimbursed)
Residency,Trucks stay at the account in Tipp City during home time.
Shift / Schedule,Tuesday – Saturday; 10:00 PM (2200) Start Time.
Work Days,Tuesday – Saturday; work holidays if scheduled.
Hiring Area,""Ohio, Indiana"""
JB Hunt,"Siegwerk - Des Moines, IA",IA,50321,,,"Category,Details
Job Description,""Semi-local hauling of ink and other chemicals in tanker, reefer, or van trailers.""
Freight Type,""Tanker, Reefer, Dry Van (Ink/Chemicals)""
Driver Type,Company Driver
Home Time,Semi-Local
Home Time Duration,Weekly for reset and 1–2 times per week.
Dedicated Account?,Yes
Avg Weekly Miles,""2,300""
No Touch Freight,Yes
Driver Load / Unload,No (Live unloads handled by receiver; all outbound pre-loaded).","Category,Details
Average Weekly Pay,""$1,679 – $1,923 (Yearly $87k–$100k)""
CPM Range,$0.57 – $0.58 CPM
Stop Pay,$40 per stop; $80 per Tanker stop
Bonuses,""$1,000 Show Bonus; Weekly Safety/Service bonus up to $200""
Accessorial Pay,Breakdown ($15/hr)
Paid Holidays,6","Category,Details
Equipment Type,Automatic International sleepers; Sleeper Conventional
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,Allowed (Must be at least 1 year old)
Teams Accepted,No
Owner Operators,No
Trainees,No
Restrictions,No Riders; No Pets","Category,Details
Experience Required,3 months
Endorsements,Hazmat required to schedule; Tanker required before start date.
Schedule,Sunday – Thursday; Start window 12:00 PM – 5:00 PM.
Operating Area,""IA, IL, IN, MO, KY, SC, NC, OH, WI, TX, PA, MN, KS, OK, MI, TN""
Hiring Area,Iowa"
JB Hunt,"Meijer - Lansing, MI",MI,48917,,,"Category,Details
Job Description,""Semi-local retail store deliveries for Meijer. Includes shuttling between Lansing, MI and Pleasant Prairie, WI.""
Freight Type,Retail Store Deliveries (Dry Van)
Driver Type,Company Driver
Home Time,Semi-Local
Home Time Duration,Out 2–3 nights per week; Sunday and Monday off.
Dedicated Account?,Yes
Avg Weekly Miles,""2,500""
No Touch Freight,Yes
Driver Load / Unload,No (85% Drop & Hook)","Category,Details
Average Weekly Pay,""$1,615 – $1,730 (Yearly $84k–$90k)""
CPM Range,$0.63 – $0.75 CPM (Based on regional/local mix)
Stop Pay,$20.00
Pay Tiers,75% regional (200+ miles); 25% local
Training Pay,$125 (Paid online orientation)
Paid Holidays,6","Category,Details
Equipment Type,Single Bunk Sleeper
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Single Bunk)","Category,Details
SAP Drivers,Allowed (Must be at least 1 year old)
Teams Accepted,No
Owner Operators,No
Trainees,No
Restrictions,No Riders; No Pets","Category,Details
Experience Required,3 months
Endorsements,Hazmat required within 90 days (Reimbursed)
Residency,Trucks stay at the account in Lansing during home time.
Shift / Schedule,Tuesday – Saturday; 10:00 AM Start Time.
Work Days,Tuesday – Saturday; Sunday/Monday off.
Hiring Area,Michigan"
